num,id_unique,nameuser,ratinguser,dateuser,textreviewuser,propertyinfo,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,propertytype,ratingprop,good_label,conve_label,impre_label,superb_label,propertylabel,reviewamount,randomrate,propertyaddress,longitude,latitude,landmarknear,,,
1466,8060326,Luh C. S.,9.4,20-Jan-20,,Jayagiri Guesthouse,0,0,1,0,0,0,0,0,GUEST HOUSES,8.8,0,0,1,0,Impressive,1170,4,"Jalan Jayagiri No. 54, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8073445,107.6195828,Kawah Putih,,,
2192,8060370,Yakobus K.,10,31-Jan-22,,Dago Heuvel Resort and Villa,0,0,0,0,0,0,0,1,VILLAS,8.4,0,0,1,0,Impressive,492,4,"Jl.Ciburial Indah No.45, Dago Pakar, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40188",-6.8599688,107.642993,Taman Hutan Raya Juanda,,,
1436,8069338,Sapto W.,9.7,04-Aug-19,,Lingga Guest House Jayagiri Lembang,0,0,1,0,0,0,0,0,GUEST HOUSES,8.6,0,0,1,0,Impressive,1635,5,"Jalan Jayagiri No. 50 Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8077444,107.6194281,Kawah Putih,,,
1677,8078115,EeMma P. S.,9.7,23-Aug-20,,Villa de Rossa,0,0,0,0,0,0,0,1,VILLAS,8.6,0,0,1,0,Impressive,2930,3,"Jalan Panorama 1 No. 34-36, Lembang, Kayuambon, Lembang, Kabupaten Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8148527,107.622976,Kawah Putih,,,
237,8084116,Hirdena F.,6.4,15-Jan-22,"We were stay here 3 times before pandemic. Now we back again but got shocked cause its way different from before. They have lowered the quality. It too dark for 4 stars hotel, they put us on 2snd building. No body stand by at the lobby.",The Luxton Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,5030,5,"Jalan Ir. H. Juanda No. 18, Citarum , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9038207,107.6114055,Sate Building,,,
2589,8095969,Shinta W.,9.7,22-Dec-20,,Concordia Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.4,0,0,1,0,Impressive,408,3,"Jalan Rancabentang No 2 Ciumbuleuit - Cidadap, Ciumbuleuit, Bandung, Jawa Barat, Indonesia, 40141",-6.8710311,107.6091051,Taman Hutan Raya Juanda,,,
1607,8113089,Geris P. A.,9.7,23-Dec-21,Suitable for conducting employee gatherings.,The Beautiful and Unique Omega Villa,0,0,0,0,0,0,0,1,VILLAS,8.3,0,0,1,0,Impressive,33,5,"Jl. Kolonel Masturi No. 151 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 4054",-6.8067922,107.5941443,Kawah Putih,,,
1275,8113652,Adistria D.,9.3,28-Sep-21,"That was an amazing place to heal from the crowded city! BCR has a great view and perfect nature ambiance. I have some oponions for the +/- of staying experience in executive A room. Here we go!(+) sides.- the building is perfectly architectural built with ex-container that has amazing spot to take a photo.-food tasted great. I had breakfast and dinner at the restaurant with good price (around 35-45k for main course) although they have not many variant.-good ambiance, great for healing time. The temperature was pretty cold (15-17 C degrees) at night and personally I need more blanket/heater__.-they served welcoming snack.-having a tracking path (both the short one and they said there is another track to ancient fortress with guidance around 40minutes walk)-they got necessities that standard hotel gives. (toiletries, slipper, towel).(-) sides.-the building seems a bit not well taken care of. They seem short of staff (only 4/5 people do the cooking and laundry at the same time) and you need to wait until they served what you need. They are looking for other employee afterall __. The door of my room doesn't have a key and a lil bit broken, but I've suggested them to fix it asap.- the road to the BCR was perfectly challenging __ its a small road with ups and downs path. The road also awfully damaged so you need to careful with your car. But afterall it was nice stay and for me still 5/5 stars given to them. Thanks BCR!",Bukit Cikahuripan Resort,1,0,0,0,0,0,0,0,RESORTS,8.7,0,0,1,0,Impressive,1020,5,"Jalan Manoko No. 28, RT. 02 / RW. 08, Desa Cikahuripan, Kampung Cisaroni, Kel. Cikahuripan, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8049347,107.6090419,Kawah Putih,,,
737,8127582,Thaha U.,9.4,09-Nov-19,All facilities are good and work as intended to be. All staff is friendly and helpful. Very nice.,Selaras Guest House & Restaurant,0,0,0,1,0,0,0,0,HOTELS,9.1,0,0,0,1,Superb,525,1,"Jalan Taman Cibeunying Selatan No 45, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9048057,107.6236129,Geological Museum,,,
2330,8140039,Deden S.,8.5,06-Jan-19,,Villa Ethnic Syariah - 3 Bedroom,0,0,0,0,0,0,0,1,VILLAS,0,0,0,0,0,0,24,0,"Jl. Ligar Melati No. 2, Dago, Bandung, Jawa Barat, Indonesia, 41090",-6.8753007,107.6362834,Taman Hutan Raya Juanda,,,
1749,8143500,suraya,9.3,27-Feb-18,"Nice scenery, good eating place and cozy atmosphere.",Vila Istana Bunga - Arlen,0,0,0,0,0,0,0,1,VILLAS,8.3,0,0,1,0,Impressive,13,3,"Jl Kolonel Masturi km 9, Lembang, Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.8028641,107.5829828,Kawah Putih,,,
1750,8143510,,,,,Villa Istana Bunga - Gerbera II,0,0,0,0,0,0,0,1,VILLAS,0,0,0,0,0,0,1,0,"Jl Kolonel Masturi km 9 (Komplek Villa Gerbera-Villa Istana Bunga), Lembang, Parongpong, Bandung, Jawa Barat, Indonesia, 40559",-6.800462,107.5823369,Kawah Putih,,,
2551,8144640,Annisa N. H.,8.5,17-Apr-17,"Great service and location, need to renew the mattress",Wisma Puri Larasati,0,0,1,0,0,0,0,0,GUEST HOUSES,8.6,0,0,1,0,Impressive,281,5,"Jalan Kanayakan Lama (Dago Atas) Blok A No. 40, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8987478,107.6127916,Taman Hutan Raya Juanda,,,
2552,8158217,Guest-uyjyuc,8.5,02-Jan-17,Recommended for two nights staying,Wisma Puri Larasati,0,0,1,0,0,0,0,0,GUEST HOUSES,8.6,0,0,1,0,Impressive,281,4,"Jalan Kanayakan Lama (Dago Atas) Blok A No. 40, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8987478,107.6127916,Taman Hutan Raya Juanda,,,
386,8164389,Muhammad S. A.,5.2,03-Jan-19,"Never stay here again. Stayed for 4 nights, first night went smooth and was a nice experience although it's not very clean, the rest quickly becoming nightmare full of regrets. Suddenly there's we heard buzzing sound that coming from unknown source, it was so noisy and make it very uncomfortable to stay. Told the staff three times but no action was done, not even a good hopeful answer was given.",Sapadia Guest House Bandung,0,0,1,0,0,0,0,0,GUEST HOUSES,8.3,0,0,1,0,Impressive,859,4,"Jalan Mundinglaya No.2 Sukasari,Cikapayang, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8980407,107.6105963,Sate Building,,,
1988,8169227,Martina S.,9.4,08-Nov-21,,Pasar Baru Square Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,3463,4,"Jl. Otto Iskandar Dinata No.70, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40180",-6.9178719,107.6033253,"Braga, Asia Afrika",,,
1883,8171079,Irfan F.,9.1,23-Jan-22,,Emaki Almasoem Resort,1,0,0,0,0,0,0,0,RESORTS,8.4,0,0,1,0,Impressive,74,4,"jl. Suka senang, Desa Cibogo, Kecamatan Lembang Kabupaten Bandung Barat , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8147253,107.6355559,Kawah Putih,,,
1502,8182073,Ika,6.3,29-Dec-21,"When I came to make a reservation, the rich owner was not happy because I booked through the application, he said that via the application it was cheaper than the one who came directly. Then when I asked for the wifi password, he didn't answer even though in the description of the facility there was wifi.",OYO 3509 Pondok Yanti,0,0,0,1,0,0,0,0,HOTELS,6.6,1,0,0,0,Good,22,4,"Jl. Lembah Sarimas, Palasari, Kec. Ciater, Kabupaten Subang, Jawa Barat, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7318678,107.6547741,Kawah Putih,,,
970,8199977,Cahyo N.,8.5,26-Oct-18,Beautiful and calm atmosphere in the middle of the city. It is suitable for low budget / backpacker travelers. Maybe it is not suitable for those who are looking for luxury. But it is very enough for just a place to sleep.,Rumah Ebo Guesthouse,0,0,1,0,0,0,0,0,GUEST HOUSES,8.2,0,1,0,0,Convenient,48,4,"Jalan Imam Bonjol No. 27 Lebak gede, Coblong, Kota Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.892327,107.6151813,Geological Museum,,,
1430,8200986,ismi s.,9.7,06-Sep-20,,Lingga Guest House Jayagiri Lembang,0,0,1,0,0,0,0,0,GUEST HOUSES,8.6,0,0,1,0,Impressive,1635,3,"Jalan Jayagiri No. 50 Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8077444,107.6194281,Kawah Putih,,,
996,8201801,Rini,9.6,21-Mar-22,,Grand Tebu Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,7431,1,"Jalan L.L.R.E Martadinata (Riau) No. 207, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9128792,107.6296937,Geological Museum,,,
1268,8230481,Atun R.,6,02-Feb-22,Cleanliness is very bad far from the word inn.,Pondok Eve,0,0,0,1,0,0,0,0,HOTELS,7.1,0,1,0,0,Convenient,149,5,"Jl. Terusan Kopo No. 308/106, Cilampeni, Katapang, Bandung, Katapang, Bandung, Jawa Barat, Indonesia, 40919",-6.9940404,107.5550813,Kawah Putih,,,
1317,8245957,leli y.,8.5,17-Jan-17,"nice stay, do not need to bring anything everything is complete.",Villa Lembang Asri R2,0,0,0,0,0,0,0,1,VILLAS,7.5,0,1,0,0,Convenient,45,5,"Villa Lembang Asri, Blok R, No.3, Jalan Kolonel Masturi KM.4 Lembang, Bandung, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8214083,107.6055204,Kawah Putih,,,
1537,8267576,ILLA P.,8.5,18-Jan-22,,Vila Air Natural Resort,0,0,0,0,0,0,0,1,VILLAS,8.1,0,1,0,0,Convenient,504,5,"Jl. Kolonel Masturi Km. 9 Desa Karyawangi, Parongpong Karyawangi, Parongpong, Bandung, Jawa Barat, Indonesia, 40559",-6.8028641,107.5829828,Kawah Putih,,,
1747,8279902,Daniel A.,10,27-Jun-18,Overall everything was good.,Vila Istana Bunga - Arlen,0,0,0,0,0,0,0,1,VILLAS,8.3,0,0,1,0,Impressive,13,3,"Jl Kolonel Masturi km 9, Lembang, Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.8028641,107.5829828,Kawah Putih,,,
331,8280692,Inez G.,8.5,17-Dec-21,,Courtyard by Marriott Bandung Dago,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,2093,4,"Jalan Ir. H. Juanda No. 33, Dago, Bandung, Jawa Barat, Indonesia, 40106",-6.9041809,107.6103882,Sate Building,,,
1837,8291674,Syarif H.,10,30-Jun-19,Haunted as well but its good,Samakta Guest House,0,0,1,0,0,0,0,0,GUEST HOUSES,8.8,0,0,1,0,Impressive,362,5,"Jalan Hortikultura No.01 RT 01 RW 05 Desa Jayagiri Kecamatan Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8100346,107.6171406,Kawah Putih,,,
1877,8301164,Guest-45qmj2,7,05-Oct-21,,Sandalwood Boutique Hotel,0,0,0,1,0,0,0,0,HOTELS,8.8,0,0,1,0,Impressive,1007,4,"Jalan Seskoau No.1, Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40790",-6.8166601,107.6253807,Kawah Putih,,,
1880,8301822,Andrew T.,9.7,21-Aug-21,"I had most pleasant stay here. Room are extraordinarily decorated, blend in nature. Breakfast are fantastic! Love to comeback here. Resort are link with Biliranch, we can easily make a booking and rent an hour private horse ride.",Sandalwood Boutique Hotel,0,0,0,1,0,0,0,0,HOTELS,8.8,0,0,1,0,Impressive,1007,4,"Jalan Seskoau No.1, Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40790",-6.8166601,107.6253807,Kawah Putih,,,
2515,8315124,Davis,6,09-Dec-18,"I came to the hotel with another guest. when we came there was no towels in the room. when I asked for 2 towels for 2 person, the person refused to give 2 towels and only gave 1 because he said 1 room is only allowed to have 1 towel. Though when I ordered the room from app I already put 1 room for 2 guest. This hotel is not recommended, very bad service.",Wisma 11 Dago,0,0,0,0,0,1,0,0,HOMESTAYS,8,0,0,1,0,Impressive,254,5,"Jln. Dago Pojok No. 11 B, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8739598,107.6180409,Taman Hutan Raya Juanda,,,
200,8337869,chandra a. y.,8.7,06-Jul-20,"To be honest the location is perfect. maybe it is an old hotel so they keep it that way, I find the room is clean but there is dust in the corner of windows, cupboard, desk, bedhead. Just small dust not really bother me. it is all from me.",OYO 1452 Hotel Utari,0,0,0,1,0,0,0,0,HOTELS,8.1,0,1,0,0,Convenient,983,4,"Jalan Ir. H Juanda No. 50 , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9008204,107.6125846,Sate Building,,,
1374,8350586,muhammad n. f.,9.1,30-Dec-20,,OYO 3040 D'pineapple Villa,0,0,0,0,0,0,0,1,VILLAS,8.1,0,1,0,0,Convenient,263,4,"0000, Ciater, Jawa Barat, Subang,41281, Indonesia, Lembang, Ciater, Bandung, Indonesia, 41280",-6.8145434,107.6229532,Kawah Putih,,,
2049,8387669,Duke S.,9.7,01-Jan-22,The hotel is really awesome. Food is good and affordable.,Rumah Jae - HALO JAE,0,0,0,0,0,0,0,1,VILLAS,8.2,0,1,0,0,Convenient,140,4,"Jalan Dago Tropical No. 168 Buniwangi Bandung, Dago Atas, Bandung, Jawa Barat, Indonesia, 40390",-6.85207,107.624499,Taman Hutan Raya Juanda,,,
1794,8407641,Nur K.,9.4,05-Oct-21,,Sapulidi Resort Bandung,1,0,0,0,0,0,0,0,RESORTS,8,0,1,0,0,Convenient,2117,2,"Jl. Sersan Bajuri kompleks Graha Puspa Cihideung Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8263651,107.5972167,Kawah Putih,,,
1766,8413490,,,,,Green Villa Lembang,0,0,0,0,0,0,0,1,VILLAS,0,0,0,0,0,0,0,0,"Vila Istana Bunga, Jl. Kolonel Masturi KM 9 Parongpong Bandung, Parongpong, Bandung, Jawa Barat, Indonesia, 40559",-6.800462,107.5823369,Kawah Putih,,,
653,8418638,Ristya A.,10,23-Feb-22,Glad to stay in here. Perfect,Pullman Bandung Grand Central,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,675,4,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia, 40114",-6.9006712,107.6174754,Geological Museum,,,
670,8420459,Frans H.,8.5,04-Jan-22,Nice hotel clean and comfy. The Location was great near to many Cafe and restaurant. Great for family stay.,De Paviljoen Bandung,0,0,0,1,0,0,0,0,HOTELS,8.8,0,0,1,0,Impressive,4208,3,"Jalan R.E. Martadinata 68, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9063306,107.6205148,Geological Museum,,,
1193,8436663,Deddy S.,8.5,12-Feb-22,"Arrived at the hotel past midnight, around 2.00 am, the gate was closed already. Spending almost an hour outside the premises waiting and honking, hoping that someone would come and welcome us. Not a chance! Still I can't prevent this from happening though I informed the receptionist two days prior my arrival that I would probably check-in late. Surprisingly not a single word of apologies from the management about what just had happened to me last night. My series of unfortunate event.",Shinta Corner Ranch and Resort,0,0,0,0,0,0,0,1,VILLAS,8,0,1,0,0,Convenient,238,5,"Jalan Raya Sukamenak Nomor 21 Pangalengan, Bandung Selatan, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1859523,107.5861442,Kawah Putih,,,
1012,8437073,Eki F.,8.8,16-Dec-18,,ALI2 Pondok Orange 1,0,0,0,0,0,1,0,0,HOMESTAYS,8.9,0,0,1,0,Impressive,36,3,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung , Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,Kawah Putih,,,
632,8441801,Agus T. M.,9.1,04-Oct-21,"I'll stay in superior room for one night. Very bad room, the wall has big cracked, the curtain full of spotting, and the floor full of spotting also. The room not soudsproof so u might not have a quite rest.
The crew with low manner.
You just have a good position to go to anywhere in Bandung, but don't expected to have a decent room experience.",Citarum Hotel,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,1737,5,"Jalan Citarum No. 16, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9044631,107.6231043,Geological Museum,,,
1495,8447968,Yuda A.,6,14-Dec-21,"The location is on a small street, the lights are off, so other facilities are also off.",OYO 3879 Villa Sari Intan,0,0,0,0,0,0,0,1,VILLAS,7.4,0,1,0,0,Convenient,48,4,"5,Jalan Lembah Sarimas, Ciater,41281,Subang,West Java, Lembang, Ciater, Bandung, Indonesia, 41281",-6.7318678,107.6547741,Kawah Putih,,,
1904,8450654,Eldion S.,8.5,25-Dec-20,,Villa Rasberry Garden,0,0,0,0,0,0,0,1,VILLAS,8.6,0,0,1,0,Impressive,26,1,"Jalan Tangkuban Perahu No.156, Cibogo,Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8091341,107.6463993,Kawah Putih,,,
1199,8481604,Marina N.,8.5,20-Mar-21,,Shinta Corner Ranch and Resort,0,0,0,0,0,0,0,1,VILLAS,8,0,1,0,0,Convenient,238,4,"Jalan Raya Sukamenak Nomor 21 Pangalengan, Bandung Selatan, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1859523,107.5861442,Kawah Putih,,,
1704,8504767,Riki B. H.,8.8,31-Jan-22,place are neat,Bukit Vipassana Hotel,0,0,0,1,0,0,0,0,HOTELS,8.4,0,0,1,0,Impressive,521,3,"Jl. Kolonel Masturi No. 99 , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8095198,107.5980183,Kawah Putih,,,
2001,8510157,Melisa o.,9.7,08-Jan-22,"Perfect location, awesome staff, meticulously clean. Had a very nice stay here, thank you.",GAS INN at GAS BLOCK BRAGA,0,0,0,1,0,0,0,0,HOTELS,8.8,0,0,1,0,Impressive,175,4,"Jl. Braga no 40 , Bandung, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9182335,107.6096359,"Braga, Asia Afrika",,,
1066,8520551,sudijat t.,8.5,23-Oct-21,I do whatever I want,Patuha Tjiwideij - Kawah Putih Ciwidey,0,0,0,1,0,0,0,0,HOTELS,8,0,1,0,0,Convenient,906,4,"Jl. Raya Situ Patenggang Km.8, Ciwidey , Ciwidey, Bandung, Jawa Barat, Indonesia, 40972",-7.1310777,107.4117617,Kawah Putih,,,
953,8532645,Arya F.,5.1,29-Aug-21,Dirty and dusty.,New B Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,7.5,0,1,0,0,Convenient,967,5,"Jalan Wr. Supratman No. 23 Cihapit Bandung Wetan Kota Bandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40112",-6.9065359,107.6294163,Geological Museum,,,
1024,8573317,Adhi W.,9.4,31-Oct-18,Super friendly staff and near to Ranca Upas. Puasss,ALI1 Pondok Orange 1 Ciwidey,0,0,0,0,0,1,0,0,HOMESTAYS,8.8,0,0,1,0,Impressive,85,4,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,Kawah Putih,,,
1488,8580661,RUBIN T.,6,01-Jan-21,,Dusun Bambu Resort,1,0,0,0,0,0,0,0,RESORTS,8.7,0,0,1,0,Impressive,354,5,"Jl. Kol Masturi km 11 Cisarua , Parongpong, Bandung, Jawa Barat, Indonesia, 40541",-6.789289,107.5802928,Kawah Putih,,,
1662,8602130,R Rifqi R. P.,9.7,14-Nov-21,,Hotel Bumi Makmur Indah Lembang,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,3349,5,"Jalan Raya Lembang No.224 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8132787,107.6155207,Kawah Putih,,,
1906,8620587,Hendra y.,9.7,05-Nov-18,"I had the most pleasant stay here, this is a good hotel went the extra miles to cater my family needs, while it is only a 3 star hotel, we really felt like we were staying at a 5 star hotel .. i would",Villa Rasberry Garden,0,0,0,0,0,0,0,1,VILLAS,8.6,0,0,1,0,Impressive,26,2,"Jalan Tangkuban Perahu No.156, Cibogo,Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8091341,107.6463993,Kawah Putih,,,
1922,8639916,ADI N.,6.3,28-Feb-22,"The rooms are clean, tissue is not available, the water heater is not working.",Maple House Hotel Lembang @ Villa Istana Bunga,0,0,0,1,0,0,0,0,HOTELS,7.5,0,1,0,0,Convenient,74,5,"Jl. Kolonel Masturi Km. 9 Parongpong Cisarua Lembang, Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.8028641,107.5829828,Kawah Putih,,,
243,8651444,RR Kartinah M. P.,8.5,29-Oct-21,"Friendly staffs, clean and spacious room, good food. Will definitely go back for my next trip.",The Luxton Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,5030,5,"Jalan Ir. H. Juanda No. 18, Citarum , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9038207,107.6114055,Sate Building,,,
2310,8668958,Ponco B.,8.5,25-Apr-19,"As a whole, the villa is comfortable, only kitchen utensils are time to be replaced with new ones, remembering that it has been damaged.",Villa Kesuma Syariah - 3 Bedroom,0,0,0,0,0,0,0,1,VILLAS,7.8,0,1,0,0,Convenient,10,4,"Jalan Mawar II No. 39, Cluster Graha Kesuma, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 41097",-6.9174639,107.6191228,Taman Hutan Raya Juanda,,,
1162,8675111,Ratna S.,6,03-Jan-21,"good location, but no hot water, no tissue and no tv channel",OYO 2961 ARTANA BED & BREAKFAST,0,0,0,0,0,1,0,0,HOMESTAYS,7.4,0,1,0,0,Convenient,51,4,"Jl. Raya Situ Cileunca Rt.04 Rw.09 Kampung Cibeunying, Desa, Warnasari, Kec. Pangalengan, Bandung, Kabupaten Bandung, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1939176,107.5455582,Kawah Putih,,,
798,8676513,Tri W.,8.3,28-Jun-18,"Car parking space is limited, some must park on the roadside",Buminanienie Guesthouse,0,0,1,0,0,0,0,0,GUEST HOUSES,8.1,0,1,0,0,Convenient,72,5,"Jalan Wira Angun-angun No.15, Citarum, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9044901,107.6144342,Geological Museum,,,
2562,8683233,Mishella S.,8.8,20-Nov-21,"Fair price, strategic location, helpful staff.",Bukit Dago Hotel,0,0,0,1,0,0,0,0,HOTELS,8.1,0,1,0,0,Convenient,4730,4,"Jl. Ir. H. Juanda No. 311, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8769653,107.6168811,Taman Hutan Raya Juanda,,,
1233,8695912,Adzka K.,9.1,27-Dec-21,"It&amp;#39;s comfortable to be at home, there is a kitchen, guys, you can cook if you have the utensils there, there is a stove and a kettle. The truth is that it was just my own family there, so I really enjoyed it, but it was a shocking clock for about 15 minutes.",Boemi Aki Kamsoer,0,0,1,0,0,0,0,0,GUEST HOUSES,8.2,0,1,0,0,Convenient,1786,3,"Desa Margamukti, Kampung Rancamanyar RT 02 RW 08, Margamukti, Pangalengan, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1884108,107.6087337,Kawah Putih,,,
1510,8703477,Muhammad H.,8.8,30-Dec-21,The place is too quiet not as busy as the hotel being less enak.lantainya sekitarnya.makannya diarea less clean a lot of ants bathroom is not clean,Lembah Sarimas Resort Hotel Ciater,1,0,0,0,0,0,0,0,RESORTS,8.5,0,0,1,0,Impressive,2786,5,"Jl. Raya Ciater, Palasari, Ciater, Kabupaten Subang, , Lembang, Ciater, Bandung, Indonesia, 41280",-6.7267606,107.6556074,Kawah Putih,,,
2221,8710893,Frederica D.,9.7,07-Apr-22,The room looked exactly like the pictures ____ Delicious breakfast.,Swiss-Belresort Dago Heritage Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,5807,4,"Lapangan Golf Dago Atas No. 78, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8969955,107.6131553,Taman Hutan Raya Juanda,,,
2198,8714469,Lucky,8.5,15-Dec-21,,VillaTel Salse,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,1140,4,"Jalan Sukanegara No 88 Pagerwangi - Lembang Kab. Bandung Barat , Dago Atas, Bandung, Jawa Barat, Indonesia, 40381",-6.8452771,107.6284536,Taman Hutan Raya Juanda,,,
2200,8715020,Indri M.,9.7,20-Oct-21,,VillaTel Salse,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,1140,5,"Jalan Sukanegara No 88 Pagerwangi - Lembang Kab. Bandung Barat , Dago Atas, Bandung, Jawa Barat, Indonesia, 40381",-6.8452771,107.6284536,Taman Hutan Raya Juanda,,,
2189,8715958,Mia R.,9.7,20-Mar-22,,Dago Heuvel Resort and Villa,0,0,0,0,0,0,0,1,VILLAS,8.4,0,0,1,0,Impressive,492,5,"Jl.Ciburial Indah No.45, Dago Pakar, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40188",-6.8599688,107.642993,Taman Hutan Raya Juanda,,,
1728,8720981,Erene G. S.,8.5,27-Nov-20,Great so far so good the place is good. Feel homey. Great place.,Villa panorama 23,0,0,0,0,0,0,0,1,VILLAS,8.5,0,0,1,0,Impressive,10,4,"Jl. Raya Tangkuban Perahu Komplek Panorama Indah No. 23 B Kec. Lembang Kab. Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8145434,107.6229532,Kawah Putih,,,
1420,8726415,handi h.,8.5,23-Mar-22,"Bad all of the staff, I don’t like it",Sari Ater Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,7424,4,"Jl. Raya Ciater - Ciater, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7313756,107.6535055,Kawah Putih,,,
1965,8768642,Diana O.,9.7,09-Jan-22,,Grand Hotel Preanger,0,0,0,1,0,0,0,0,HOTELS,8.1,0,0,1,0,Impressive,3662,5,"Jalan Asia Afrika No.81, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.921171,107.6115211,"Braga, Asia Afrika",,,
889,8768842,Riandy R. N.,9.7,19-Jan-20,Great place to stay in Bandung,OYO 1452 Hotel Utari,0,0,0,1,0,0,0,0,HOTELS,8.1,0,1,0,0,Convenient,983,3,"Jalan Ir. H Juanda No. 50 , Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.9008204,107.6125846,Geological Museum,,,
1003,8769040,Titin S.,8.5,01-Mar-22,,Grand Tebu Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,7431,3,"Jalan L.L.R.E Martadinata (Riau) No. 207, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9128792,107.6296937,Geological Museum,,,
2372,8786403,Muhammad R. R.,9.7,06-Jan-22,,Casa De Apple,0,0,1,0,0,0,0,0,GUEST HOUSES,8.5,0,0,1,0,Impressive,730,5,"Jalan Apel No. 2, Rancakendal, Dago, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8736894,107.6294625,Taman Hutan Raya Juanda,,,
